下料批次号,零件号,面料号,零件外轮廓线坐标
L0002,s000001,1,"[[37, 519], [36, 517], [34, 511], [33, 510], [32, 508], [31, 505], [31, 500], [30, 498], [30, 497], [29, 494], [29, 492], [28, 488], [28, 486], [7, 486], [3, 485], [1, 482], [0, 479], [0, 471], [1, 468], [1, 460], [2, 456], [2, 448], [3, 445], [3, 443], [5, 429], [5, 422], [6, 414], [7, 405], [8, 397], [12, 363], [13, 354], [17, 322], [18, 315], [19, 311], [22, 309], [25, 308], [32, 308], [38, 309], [82, 309], [105, 310], [155, 310], [175, 311], [193, 312], [203, 312], [213, 313], [260, 317], [275, 319], [285, 320], [299, 322], [303, 322], [308, 323], [316, 324], [332, 327], [347, 329], [363, 331], [373, 331], [382, 332], [392, 332], [402, 331], [411, 330], [412, 330], [433, 328], [443, 326], [456, 324], [468, 322], [475, 320], [482, 319], [489, 317], [496, 316], [499, 315], [501, 315], [505, 314], [508, 314], [512, 313], [516, 315], [518, 318], [519, 322], [520, 325], [528, 337], [528, 338], [529, 339], [532, 341], [534, 342], [540, 344], [544, 345], [547, 346], [551, 347], [559, 347], [563, 346], [567, 346], [571, 345], [577, 345], [583, 343], [584, 343], [591, 342], [598, 340], [605, 337], [612, 335], [622, 331], [632, 328], [641, 324], [651, 320], [675, 308], [683, 303], [689, 300], [703, 292], [709, 288], [713, 287], [717, 289], [730, 315], [735, 323], [736, 326], [736, 327], [743, 340], [747, 349], [751, 357], [757, 370], [762, 382], [767, 395], [777, 415], [781, 424], [782, 426], [785, 431], [788, 439], [792, 446], [793, 449], [795, 452], [796, 456], [794, 460], [790, 462], [772, 465], [767, 466], [763, 466], [761, 467], [760, 468], [753, 470], [748, 472], [745, 474], [743, 475], [737, 477], [734, 479], [722, 488], [715, 495], [712, 499], [710, 501], [707, 505], [706, 507], [703, 512], [701, 516], [697, 527], [698, 527], [696, 534], [695, 541], [691, 557], [691, 561], [690, 565], [688, 568], [683, 570], [680, 571], [675, 573], [665, 575], [656, 578], [655, 578], [641, 580], [628, 583], [611, 585], [593, 587], [576, 589], [558, 591], [541, 592], [523, 593], [508, 593], [492, 594], [358, 594], [343, 593], [326, 592], [308, 591], [291, 590], [273, 589], [254, 587], [240, 585], [226, 584], [208, 581], [191, 579], [189, 579], [171, 575], [157, 573], [142, 570], [128, 567], [113, 563], [104, 561], [95, 558], [88, 556], [76, 552], [75, 551], [65, 546], [62, 544], [57, 541], [56, 540], [51, 536], [50, 535], [48, 534], [45, 531], [44, 529], [40, 523]]"
L0002,s000002,1,"[[392, -12], [364, -10], [345, -9], [301, -7], [280, -5], [258, -4], [238, -3], [219, -1], [200, 0], [190, 1], [181, 1], [169, 2], [156, 4], [150, 4], [143, 5], [136, 5], [129, 6], [126, 5], [123, 2], [122, -1], [122, -20], [123, -25], [123, -32], [125, -38], [126, -43], [128, -49], [130, -54], [131, -56], [137, -66], [140, -70], [154, -84], [159, -87], [165, -90], [171, -94], [178, -97], [180, -98], [194, -102], [206, -106], [218, -109], [230, -111], [261, -118], [295, -124], [309, -127], [310, -127], [325, -129], [339, -131], [353, -132], [366, -134], [379, -135], [390, -136], [401, -136], [422, -138], [458, -139], [488, -140], [617, -140], [632, -139], [649, -138], [667, -137], [684, -135], [702, -133], [719, -131], [737, -128], [750, -126], [752, -126], [765, -123], [780, -120], [784, -119], [787, -118], [788, -117], [790, -116], [796, -114], [799, -111], [800, -109], [802, -95], [803, -89], [805, -82], [807, -73], [808, -70], [809, -66], [815, -55], [818, -50], [821, -46], [822, -43], [832, -33], [839, -28], [854, -19], [863, -15], [870, -13], [874, -12], [881, -11], [882, -11], [888, -9], [893, -9], [897, -8], [904, -8], [908, -7], [910, -4], [910, 2], [907, 8], [901, 23], [898, 30], [895, 36], [892, 43], [890, 49], [887, 52], [882, 53], [858, 47], [833, 41], [810, 35], [787, 30], [765, 26], [760, 25], [733, 19], [717, 16], [698, 13], [674, 8], [651, 4], [627, 1], [603, -3], [592, -4], [580, -6], [570, -7], [554, -8], [538, -10], [523, -10], [493, -12], [465, -12], [435, -13], [419, -13], [405, -12]]"
L0002,s000003,1,"[[401, 44], [418, 40], [434, 37], [452, 33], [473, 29], [502, 22], [532, 16], [536, 17], [540, 21], [543, 30], [550, 30], [563, 29], [584, 29], [591, 28], [602, 27], [604, 27], [614, 26], [637, 24], [648, 22], [660, 20], [669, 19], [678, 17], [686, 16], [691, 15], [695, 14], [699, 15], [702, 18], [706, 27], [709, 35], [714, 45], [717, 52], [718, 55], [723, 66], [729, 77], [742, 101], [756, 125], [764, 139], [772, 152], [773, 154], [782, 169], [786, 175], [787, 179], [785, 184], [779, 190], [776, 195], [770, 207], [770, 208], [769, 213], [766, 230], [765, 237], [765, 253], [764, 263], [764, 278], [763, 282], [758, 285], [750, 286], [741, 286], [724, 288], [709, 288], [695, 289], [680, 289], [666, 290], [647, 290], [630, 289], [611, 289], [592, 288], [568, 286], [544, 285], [524, 284], [504, 282], [487, 281], [471, 280], [453, 279], [435, 277], [360, 272], [353, 272], [345, 271], [8, 271], [4, 270], [1, 266], [1, 249], [0, 48], [0, 10], [1, 6], [4, 4], [7, 3], [49, 0], [57, 0], [61, 1], [69, 1], [72, 2], [81, 2], [84, 3], [91, 3], [96, 4], [101, 4], [106, 5], [112, 5], [124, 7], [129, 7], [141, 8], [142, 8], [155, 10], [181, 12], [194, 14], [200, 14], [212, 16], [217, 16], [222, 17], [229, 17], [233, 18], [238, 18], [242, 19], [249, 19], [252, 20], [260, 20], [263, 21], [265, 21], [269, 22], [272, 27], [276, 51], [285, 51], [290, 52], [299, 52], [309, 53], [344, 53], [358, 51], [363, 51], [371, 49], [380, 48], [390, 46], [393, 45]]"
L0002,s000004,1,"[[143, 1491], [114, 1484], [86, 1477], [83, 1476], [57, 1469], [49, 1467], [48, 1467], [40, 1464], [32, 1462], [25, 1460], [20, 1458], [16, 1457], [14, 1456], [9, 1454], [7, 1453], [4, 1452], [1, 1450], [0, 1444], [3, 1432], [4, 1431], [5, 1429], [7, 1419], [22, 1369], [24, 1360], [25, 1358], [27, 1353], [27, 1351], [28, 1346], [30, 1338], [34, 1330], [33, 1330], [34, 1326], [34, 1325], [35, 1322], [36, 1320], [37, 1317], [37, 1316], [38, 1313], [40, 1308], [41, 1305], [42, 1304], [46, 1302], [50, 1303], [85, 1317], [87, 1317], [90, 1318], [91, 1318], [94, 1319], [98, 1319], [101, 1320], [124, 1324], [152, 1328], [162, 1329], [171, 1330], [178, 1331], [179, 1331], [191, 1333], [202, 1334], [214, 1335], [230, 1337], [278, 1340], [291, 1341], [335, 1341], [354, 1340], [373, 1340], [391, 1339], [400, 1338], [410, 1337], [429, 1336], [443, 1334], [458, 1333], [483, 1330], [491, 1328], [495, 1328], [499, 1332], [503, 1340], [504, 1345], [502, 1353], [501, 1360], [499, 1369], [498, 1374], [497, 1378], [497, 1405], [500, 1419], [501, 1422], [502, 1426], [504, 1430], [507, 1435], [511, 1440], [513, 1444], [516, 1449], [518, 1450], [519, 1452], [523, 1456], [531, 1462], [539, 1469], [545, 1474], [560, 1484], [569, 1491], [579, 1497], [587, 1503], [594, 1507], [600, 1511], [606, 1516], [613, 1521], [616, 1525], [616, 1537], [615, 1541], [612, 1543], [609, 1544], [594, 1544], [586, 1545], [561, 1545], [544, 1546], [465, 1546], [453, 1545], [440, 1545], [428, 1544], [415, 1543], [401, 1542], [387, 1540], [373, 1539], [372, 1539], [353, 1536], [334, 1534], [311, 1530], [288, 1525], [273, 1522], [245, 1516], [217, 1508], [211, 1507], [210, 1507], [201, 1504], [186, 1501], [172, 1497], [171, 1497]]"
L0002,s000005,1,"[[835, 439], [830, 439], [827, 438], [819, 436], [813, 434], [801, 428], [796, 425], [794, 424], [788, 420], [781, 413], [780, 411], [778, 409], [777, 407], [775, 405], [772, 401], [769, 395], [769, 394], [767, 392], [765, 389], [763, 381], [761, 375], [760, 369], [758, 360], [758, 315], [759, 311], [759, 300], [760, 291], [760, 289], [761, 279], [761, 278], [762, 273], [763, 267], [763, 263], [765, 253], [766, 249], [767, 244], [768, 241], [769, 237], [770, 234], [772, 231], [776, 223], [776, 222], [782, 214], [784, 211], [794, 201], [798, 198], [799, 197], [809, 191], [819, 186], [822, 185], [827, 184], [833, 182], [837, 182], [845, 180], [870, 180], [888, 182], [893, 182], [923, 186], [924, 186], [930, 187], [937, 188], [949, 190], [952, 190], [957, 191], [960, 191], [963, 192], [965, 192], [968, 193], [973, 193], [993, 197], [997, 199], [999, 203], [999, 205], [979, 320], [983, 382], [986, 434], [985, 438], [982, 440], [979, 441], [958, 442], [881, 442], [869, 441], [850, 441], [844, 440], [840, 440]]"
L0002,s000006,1,"[[745, 1234], [750, 1235], [754, 1236], [758, 1236], [761, 1237], [764, 1237], [766, 1238], [771, 1238], [775, 1239], [778, 1244], [782, 1268], [783, 1268], [790, 1269], [805, 1269], [815, 1270], [850, 1270], [862, 1268], [871, 1267], [879, 1266], [888, 1264], [896, 1262], [898, 1262], [913, 1258], [941, 1252], [956, 1248], [967, 1246], [976, 1244], [984, 1243], [994, 1241], [995, 1241], [1005, 1240], [1016, 1239], [1022, 1238], [1029, 1238], [1032, 1237], [1038, 1237], [1042, 1238], [1045, 1243], [1047, 1259], [1046, 1263], [1044, 1266], [1034, 1272], [1022, 1281], [1011, 1292], [1009, 1296], [1005, 1301], [1002, 1307], [999, 1312], [998, 1316], [996, 1321], [995, 1325], [993, 1329], [993, 1333], [992, 1337], [992, 1343], [993, 1346], [993, 1351], [994, 1356], [995, 1360], [996, 1365], [999, 1374], [1000, 1376], [1001, 1381], [1002, 1383], [1003, 1388], [1001, 1396], [999, 1399], [995, 1401], [963, 1405], [945, 1407], [927, 1408], [916, 1409], [906, 1410], [899, 1411], [891, 1412], [871, 1414], [861, 1416], [851, 1417], [824, 1421], [803, 1424], [780, 1426], [752, 1428], [735, 1430], [701, 1432], [683, 1433], [649, 1434], [629, 1434], [609, 1435], [523, 1435], [516, 1434], [509, 1434], [505, 1432], [503, 1427], [503, 1362], [504, 1345], [504, 1324], [506, 1304], [508, 1266], [508, 1265], [509, 1252], [510, 1238], [511, 1222], [513, 1206], [514, 1202], [517, 1200], [520, 1199], [560, 1198], [565, 1198], [568, 1199], [570, 1199], [572, 1200], [576, 1200], [578, 1201], [582, 1201], [594, 1204], [599, 1205], [600, 1205], [603, 1206], [621, 1209], [628, 1211], [634, 1212], [641, 1213], [648, 1215], [663, 1218], [691, 1224], [698, 1225], [705, 1227], [712, 1228], [724, 1230], [725, 1230], [731, 1232], [741, 1234]]"
L0002,s000007,1,"[[983, 1167], [974, 1166], [905, 1166], [901, 1165], [898, 1160], [886, 1071], [886, 1068], [908, 980], [910, 977], [914, 975], [916, 975], [934, 978], [938, 978], [941, 979], [942, 979], [945, 980], [950, 980], [952, 981], [957, 982], [962, 982], [966, 983], [971, 984], [972, 984], [975, 985], [991, 985], [995, 984], [1000, 983], [1005, 983], [1008, 982], [1009, 982], [1034, 978], [1038, 979], [1041, 981], [1042, 985], [1035, 1110], [1032, 1166], [1031, 1170], [1027, 1173], [1024, 1173], [1002, 1170], [1000, 1169], [994, 1169], [990, 1168], [987, 1168]]"
L0002,s000008,1,"[[514, 1022], [512, 1023], [502, 1033], [501, 1035], [499, 1038], [497, 1044], [496, 1046], [495, 1049], [492, 1052], [487, 1053], [483, 1052], [481, 1052], [473, 1051], [466, 1050], [464, 1050], [457, 1048], [447, 1047], [437, 1045], [426, 1043], [415, 1042], [402, 1040], [395, 1039], [389, 1038], [379, 1037], [369, 1037], [345, 1035], [332, 1034], [305, 1034], [290, 1035], [273, 1035], [255, 1036], [203, 1040], [187, 1041], [178, 1042], [170, 1043], [153, 1045], [137, 1047], [124, 1049], [123, 1049], [113, 1050], [100, 1053], [87, 1055], [47, 1067], [43, 1067], [39, 1064], [38, 1062], [34, 1044], [31, 1027], [27, 1010], [26, 1002], [24, 993], [21, 980], [15, 955], [12, 942], [9, 930], [7, 924], [6, 918], [7, 918], [5, 914], [4, 911], [4, 910], [3, 907], [2, 902], [0, 897], [0, 893], [2, 890], [5, 888], [12, 886], [19, 885], [25, 883], [33, 881], [40, 879], [48, 877], [55, 875], [79, 869], [82, 868], [95, 864], [112, 860], [128, 856], [141, 853], [155, 850], [182, 843], [198, 839], [211, 836], [214, 835], [230, 831], [247, 827], [267, 822], [288, 818], [310, 814], [333, 809], [338, 809], [369, 803], [386, 801], [404, 798], [438, 794], [458, 792], [467, 791], [477, 790], [486, 789], [495, 789], [513, 788], [530, 788], [547, 787], [609, 787], [613, 788], [615, 791], [616, 793], [617, 801], [631, 815], [636, 821], [637, 822], [642, 829], [645, 833], [645, 834], [647, 837], [650, 841], [650, 842], [658, 862], [659, 865], [660, 869], [661, 871], [662, 876], [662, 879], [663, 882], [663, 896], [662, 906], [662, 908], [661, 912], [661, 916], [660, 921], [659, 923], [653, 938], [647, 950], [646, 951], [641, 957], [638, 961], [635, 964], [632, 968], [631, 970], [627, 973], [622, 978], [617, 982], [603, 990], [602, 990], [600, 991], [594, 995], [593, 995], [583, 999], [567, 1005], [553, 1009], [540, 1013], [539, 1014], [530, 1016], [515, 1021]]"
L0002,s000009,1,"[[975, 698], [970, 697], [961, 696], [956, 696], [952, 695], [873, 695], [869, 694], [867, 691], [866, 688], [858, 569], [858, 568], [880, 446], [882, 442], [885, 440], [888, 440], [907, 443], [912, 443], [915, 444], [922, 445], [925, 445], [928, 446], [929, 446], [931, 447], [940, 448], [948, 449], [949, 449], [952, 450], [958, 450], [961, 451], [965, 452], [983, 452], [989, 451], [995, 451], [1000, 450], [1006, 450], [1030, 447], [1034, 448], [1036, 451], [1037, 454], [1026, 634], [1022, 698], [1021, 702], [1017, 705], [1014, 705], [992, 701], [990, 700], [986, 700], [982, 699], [979, 699]]"
L0002,s000010,1,"[[541, 1134], [540, 1130], [538, 1125], [537, 1119], [536, 1114], [535, 1107], [535, 1061], [536, 1057], [537, 1051], [538, 1048], [538, 1045], [539, 1042], [541, 1039], [542, 1036], [543, 1034], [544, 1031], [546, 1028], [546, 1027], [549, 1023], [552, 1018], [554, 1015], [556, 1013], [559, 1011], [561, 1009], [567, 1005], [568, 1004], [571, 1002], [574, 1001], [575, 1000], [577, 999], [581, 998], [582, 997], [584, 996], [587, 995], [591, 994], [595, 994], [598, 993], [602, 993], [604, 992], [610, 992], [615, 991], [701, 991], [705, 992], [707, 995], [708, 999], [700, 1057], [696, 1081], [716, 1162], [716, 1166], [713, 1170], [710, 1171], [689, 1174], [683, 1175], [679, 1176], [674, 1177], [665, 1178], [649, 1181], [631, 1183], [609, 1183], [597, 1181], [589, 1179], [587, 1178], [577, 1174], [576, 1174], [564, 1166], [556, 1158], [553, 1154], [552, 1153], [548, 1147], [542, 1135]]"
L0002,s000011,1,"[[867, 690], [869, 693], [875, 712], [876, 715], [876, 716], [877, 719], [879, 724], [883, 736], [884, 737], [885, 741], [887, 748], [888, 757], [889, 764], [890, 770], [890, 778], [891, 780], [891, 812], [890, 821], [890, 836], [889, 851], [886, 883], [886, 892], [885, 902], [885, 913], [884, 919], [884, 959], [883, 962], [883, 995], [884, 998], [884, 1036], [885, 1040], [885, 1052], [886, 1062], [886, 1071], [888, 1103], [890, 1133], [890, 1181], [888, 1195], [888, 1197], [887, 1201], [886, 1206], [884, 1213], [883, 1217], [878, 1232], [877, 1236], [875, 1242], [868, 1261], [866, 1264], [862, 1266], [859, 1266], [827, 1255], [825, 1254], [822, 1252], [818, 1248], [815, 1246], [812, 1243], [809, 1239], [804, 1234], [801, 1230], [800, 1229], [798, 1226], [796, 1224], [793, 1220], [789, 1215], [788, 1214], [783, 1206], [777, 1196], [777, 1195], [775, 1191], [772, 1186], [771, 1184], [770, 1181], [768, 1177], [767, 1172], [766, 1168], [766, 1167], [763, 1155], [762, 1147], [762, 1140], [761, 1135], [761, 1128], [760, 1121], [760, 1092], [761, 1077], [761, 1028], [762, 1009], [762, 926], [761, 910], [761, 876], [760, 862], [760, 851], [761, 835], [761, 820], [762, 813], [762, 808], [763, 801], [763, 799], [765, 790], [766, 787], [766, 786], [767, 782], [769, 777], [770, 773], [771, 771], [773, 768], [777, 759], [777, 758], [783, 748], [788, 740], [792, 735], [795, 731], [799, 727], [802, 723], [805, 720], [809, 715], [820, 704], [822, 703], [824, 701], [827, 699], [860, 688], [864, 688]]"
