下料批次号,零件号,面料号,零件外轮廓线坐标
L0002,s000001,1,"[[37, 519], [36, 517], [34, 511], [33, 510], [32, 508], [31, 505], [31, 500], [30, 498], [30, 497], [29, 494], [29, 492], [28, 488], [28, 486], [7, 486], [3, 485], [1, 482], [0, 479], [0, 471], [1, 468], [1, 460], [2, 456], [2, 448], [3, 445], [3, 443], [5, 429], [5, 422], [6, 414], [7, 405], [8, 397], [12, 363], [13, 354], [17, 322], [18, 315], [19, 311], [22, 309], [25, 308], [32, 308], [38, 309], [82, 309], [105, 310], [155, 310], [175, 311], [193, 312], [203, 312], [213, 313], [260, 317], [275, 319], [285, 320], [299, 322], [303, 322], [308, 323], [316, 324], [332, 327], [347, 329], [363, 331], [373, 331], [382, 332], [392, 332], [402, 331], [411, 330], [412, 330], [433, 328], [443, 326], [456, 324], [468, 322], [475, 320], [482, 319], [489, 317], [496, 316], [499, 315], [501, 315], [505, 314], [508, 314], [512, 313], [516, 315], [518, 318], [519, 322], [520, 325], [528, 337], [528, 338], [529, 339], [532, 341], [534, 342], [540, 344], [544, 345], [547, 346], [551, 347], [559, 347], [563, 346], [567, 346], [571, 345], [577, 345], [583, 343], [584, 343], [591, 342], [598, 340], [605, 337], [612, 335], [622, 331], [632, 328], [641, 324], [651, 320], [675, 308], [683, 303], [689, 300], [703, 292], [709, 288], [713, 287], [717, 289], [730, 315], [735, 323], [736, 326], [736, 327], [743, 340], [747, 349], [751, 357], [757, 370], [762, 382], [767, 395], [777, 415], [781, 424], [782, 426], [785, 431], [788, 439], [792, 446], [793, 449], [795, 452], [796, 456], [794, 460], [790, 462], [772, 465], [767, 466], [763, 466], [761, 467], [760, 468], [753, 470], [748, 472], [745, 474], [743, 475], [737, 477], [734, 479], [722, 488], [715, 495], [712, 499], [710, 501], [707, 505], [706, 507], [703, 512], [701, 516], [697, 527], [698, 527], [696, 534], [695, 541], [691, 557], [691, 561], [690, 565], [688, 568], [683, 570], [680, 571], [675, 573], [665, 575], [656, 578], [655, 578], [641, 580], [628, 583], [611, 585], [593, 587], [576, 589], [558, 591], [541, 592], [523, 593], [508, 593], [492, 594], [358, 594], [343, 593], [326, 592], [308, 591], [291, 590], [273, 589], [254, 587], [240, 585], [226, 584], [208, 581], [191, 579], [189, 579], [171, 575], [157, 573], [142, 570], [128, 567], [113, 563], [104, 561], [95, 558], [88, 556], [76, 552], [75, 551], [65, 546], [62, 544], [57, 541], [56, 540], [51, 536], [50, 535], [48, 534], [45, 531], [44, 529], [40, 523]]"
L0002,s000002,1,"[[270, 1416], [242, 1418], [223, 1419], [179, 1421], [158, 1423], [136, 1424], [116, 1425], [97, 1427], [78, 1428], [68, 1429], [59, 1429], [47, 1430], [34, 1432], [28, 1432], [21, 1433], [14, 1433], [7, 1434], [4, 1433], [1, 1430], [0, 1427], [0, 1408], [1, 1403], [1, 1396], [3, 1390], [4, 1385], [6, 1379], [8, 1374], [9, 1372], [15, 1362], [18, 1358], [32, 1344], [37, 1341], [43, 1338], [49, 1334], [56, 1331], [58, 1330], [72, 1326], [84, 1322], [96, 1319], [108, 1317], [139, 1310], [173, 1304], [187, 1301], [188, 1301], [203, 1299], [217, 1297], [231, 1296], [244, 1294], [257, 1293], [268, 1292], [279, 1292], [300, 1290], [336, 1289], [366, 1288], [495, 1288], [510, 1289], [527, 1290], [545, 1291], [562, 1293], [580, 1295], [597, 1297], [615, 1300], [628, 1302], [630, 1302], [643, 1305], [658, 1308], [662, 1309], [665, 1310], [666, 1311], [668, 1312], [674, 1314], [677, 1317], [678, 1319], [680, 1333], [681, 1339], [683, 1346], [685, 1355], [686, 1358], [687, 1362], [693, 1373], [696, 1378], [699, 1382], [700, 1385], [710, 1395], [717, 1400], [732, 1409], [741, 1413], [748, 1415], [752, 1416], [759, 1417], [760, 1417], [766, 1419], [771, 1419], [775, 1420], [782, 1420], [786, 1421], [788, 1424], [788, 1430], [785, 1436], [779, 1451], [776, 1458], [773, 1464], [770, 1471], [768, 1477], [765, 1480], [760, 1481], [736, 1475], [711, 1469], [688, 1463], [665, 1458], [643, 1454], [638, 1453], [611, 1447], [595, 1444], [576, 1441], [552, 1436], [529, 1432], [505, 1429], [481, 1425], [470, 1424], [458, 1422], [448, 1421], [432, 1420], [416, 1418], [401, 1418], [371, 1416], [343, 1416], [313, 1415], [297, 1415], [283, 1416]]"
L0002,s000003,1,"[[401, 44], [418, 40], [434, 37], [452, 33], [473, 29], [502, 22], [532, 16], [536, 17], [540, 21], [543, 30], [550, 30], [563, 29], [584, 29], [591, 28], [602, 27], [604, 27], [614, 26], [637, 24], [648, 22], [660, 20], [669, 19], [678, 17], [686, 16], [691, 15], [695, 14], [699, 15], [702, 18], [706, 27], [709, 35], [714, 45], [717, 52], [718, 55], [723, 66], [729, 77], [742, 101], [756, 125], [764, 139], [772, 152], [773, 154], [782, 169], [786, 175], [787, 179], [785, 184], [779, 190], [776, 195], [770, 207], [770, 208], [769, 213], [766, 230], [765, 237], [765, 253], [764, 263], [764, 278], [763, 282], [758, 285], [750, 286], [741, 286], [724, 288], [709, 288], [695, 289], [680, 289], [666, 290], [647, 290], [630, 289], [611, 289], [592, 288], [568, 286], [544, 285], [524, 284], [504, 282], [487, 281], [471, 280], [453, 279], [435, 277], [360, 272], [353, 272], [345, 271], [8, 271], [4, 270], [1, 266], [1, 249], [0, 48], [0, 10], [1, 6], [4, 4], [7, 3], [49, 0], [57, 0], [61, 1], [69, 1], [72, 2], [81, 2], [84, 3], [91, 3], [96, 4], [101, 4], [106, 5], [112, 5], [124, 7], [129, 7], [141, 8], [142, 8], [155, 10], [181, 12], [194, 14], [200, 14], [212, 16], [217, 16], [222, 17], [229, 17], [233, 18], [238, 18], [242, 19], [249, 19], [252, 20], [260, 20], [263, 21], [265, 21], [269, 22], [272, 27], [276, 51], [285, 51], [290, 52], [299, 52], [309, 53], [344, 53], [358, 51], [363, 51], [371, 49], [380, 48], [390, 46], [393, 45]]"
L0002,s000004,1,"[[643, 1307], [614, 1300], [586, 1293], [583, 1292], [557, 1285], [549, 1283], [548, 1283], [540, 1280], [532, 1278], [525, 1276], [520, 1274], [516, 1273], [514, 1272], [509, 1270], [507, 1269], [504, 1268], [501, 1266], [500, 1260], [503, 1248], [504, 1247], [505, 1245], [507, 1235], [522, 1185], [524, 1176], [525, 1174], [527, 1169], [527, 1167], [528, 1162], [530, 1154], [534, 1146], [533, 1146], [534, 1142], [534, 1141], [535, 1138], [536, 1136], [537, 1133], [537, 1132], [538, 1129], [540, 1124], [541, 1121], [542, 1120], [546, 1118], [550, 1119], [585, 1133], [587, 1133], [590, 1134], [591, 1134], [594, 1135], [598, 1135], [601, 1136], [624, 1140], [652, 1144], [662, 1145], [671, 1146], [678, 1147], [679, 1147], [691, 1149], [702, 1150], [714, 1151], [730, 1153], [778, 1156], [791, 1157], [835, 1157], [854, 1156], [873, 1156], [891, 1155], [900, 1154], [910, 1153], [929, 1152], [943, 1150], [958, 1149], [983, 1146], [991, 1144], [995, 1144], [999, 1148], [1003, 1156], [1004, 1161], [1002, 1169], [1001, 1176], [999, 1185], [998, 1190], [997, 1194], [997, 1221], [1000, 1235], [1001, 1238], [1002, 1242], [1004, 1246], [1007, 1251], [1011, 1256], [1013, 1260], [1016, 1265], [1018, 1266], [1019, 1268], [1023, 1272], [1031, 1278], [1039, 1285], [1045, 1290], [1060, 1300], [1069, 1307], [1079, 1313], [1087, 1319], [1094, 1323], [1100, 1327], [1106, 1332], [1113, 1337], [1116, 1341], [1116, 1353], [1115, 1357], [1112, 1359], [1109, 1360], [1094, 1360], [1086, 1361], [1061, 1361], [1044, 1362], [965, 1362], [953, 1361], [940, 1361], [928, 1360], [915, 1359], [901, 1358], [887, 1356], [873, 1355], [872, 1355], [853, 1352], [834, 1350], [811, 1346], [788, 1341], [773, 1338], [745, 1332], [717, 1324], [711, 1323], [710, 1323], [701, 1320], [686, 1317], [672, 1313], [671, 1313]]"
L0002,s000005,1,"[[835, 439], [830, 439], [827, 438], [819, 436], [813, 434], [801, 428], [796, 425], [794, 424], [788, 420], [781, 413], [780, 411], [778, 409], [777, 407], [775, 405], [772, 401], [769, 395], [769, 394], [767, 392], [765, 389], [763, 381], [761, 375], [760, 369], [758, 360], [758, 315], [759, 311], [759, 300], [760, 291], [760, 289], [761, 279], [761, 278], [762, 273], [763, 267], [763, 263], [765, 253], [766, 249], [767, 244], [768, 241], [769, 237], [770, 234], [772, 231], [776, 223], [776, 222], [782, 214], [784, 211], [794, 201], [798, 198], [799, 197], [809, 191], [819, 186], [822, 185], [827, 184], [833, 182], [837, 182], [845, 180], [870, 180], [888, 182], [893, 182], [923, 186], [924, 186], [930, 187], [937, 188], [949, 190], [952, 190], [957, 191], [960, 191], [963, 192], [965, 192], [968, 193], [973, 193], [993, 197], [997, 199], [999, 203], [999, 205], [979, 320], [983, 382], [986, 434], [985, 438], [982, 440], [979, 441], [958, 442], [881, 442], [869, 441], [850, 441], [844, 440], [840, 440]]"
L0002,s000006,1,"[[891, 943], [896, 944], [900, 945], [904, 945], [907, 946], [910, 946], [912, 947], [917, 947], [921, 948], [924, 953], [928, 977], [929, 977], [936, 978], [951, 978], [961, 979], [996, 979], [1008, 977], [1017, 976], [1025, 975], [1034, 973], [1042, 971], [1044, 971], [1059, 967], [1087, 961], [1102, 957], [1113, 955], [1122, 953], [1130, 952], [1140, 950], [1141, 950], [1151, 949], [1162, 948], [1168, 947], [1175, 947], [1178, 946], [1184, 946], [1188, 947], [1191, 952], [1193, 968], [1192, 972], [1190, 975], [1180, 981], [1168, 990], [1157, 1001], [1155, 1005], [1151, 1010], [1148, 1016], [1145, 1021], [1144, 1025], [1142, 1030], [1141, 1034], [1139, 1038], [1139, 1042], [1138, 1046], [1138, 1052], [1139, 1055], [1139, 1060], [1140, 1065], [1141, 1069], [1142, 1074], [1145, 1083], [1146, 1085], [1147, 1090], [1148, 1092], [1149, 1097], [1147, 1105], [1145, 1108], [1141, 1110], [1109, 1114], [1091, 1116], [1073, 1117], [1062, 1118], [1052, 1119], [1045, 1120], [1037, 1121], [1017, 1123], [1007, 1125], [997, 1126], [970, 1130], [949, 1133], [926, 1135], [898, 1137], [881, 1139], [847, 1141], [829, 1142], [795, 1143], [775, 1143], [755, 1144], [669, 1144], [662, 1143], [655, 1143], [651, 1141], [649, 1136], [649, 1071], [650, 1054], [650, 1033], [652, 1013], [654, 975], [654, 974], [655, 961], [656, 947], [657, 931], [659, 915], [660, 911], [663, 909], [666, 908], [706, 907], [711, 907], [714, 908], [716, 908], [718, 909], [722, 909], [724, 910], [728, 910], [740, 913], [745, 914], [746, 914], [749, 915], [767, 918], [774, 920], [780, 921], [787, 922], [794, 924], [809, 927], [837, 933], [844, 934], [851, 936], [858, 937], [870, 939], [871, 939], [877, 941], [887, 943]]"
L0002,s000007,1,"[[849, 656], [840, 655], [771, 655], [767, 654], [764, 649], [752, 560], [752, 557], [774, 469], [776, 466], [780, 464], [782, 464], [800, 467], [804, 467], [807, 468], [808, 468], [811, 469], [816, 469], [818, 470], [823, 471], [828, 471], [832, 472], [837, 473], [838, 473], [841, 474], [857, 474], [861, 473], [866, 472], [871, 472], [874, 471], [875, 471], [900, 467], [904, 468], [907, 470], [908, 474], [901, 599], [898, 655], [897, 659], [893, 662], [890, 662], [868, 659], [866, 658], [860, 658], [856, 657], [853, 657]]"
L0002,s000008,1,"[[514, 1022], [512, 1023], [502, 1033], [501, 1035], [499, 1038], [497, 1044], [496, 1046], [495, 1049], [492, 1052], [487, 1053], [483, 1052], [481, 1052], [473, 1051], [466, 1050], [464, 1050], [457, 1048], [447, 1047], [437, 1045], [426, 1043], [415, 1042], [402, 1040], [395, 1039], [389, 1038], [379, 1037], [369, 1037], [345, 1035], [332, 1034], [305, 1034], [290, 1035], [273, 1035], [255, 1036], [203, 1040], [187, 1041], [178, 1042], [170, 1043], [153, 1045], [137, 1047], [124, 1049], [123, 1049], [113, 1050], [100, 1053], [87, 1055], [47, 1067], [43, 1067], [39, 1064], [38, 1062], [34, 1044], [31, 1027], [27, 1010], [26, 1002], [24, 993], [21, 980], [15, 955], [12, 942], [9, 930], [7, 924], [6, 918], [7, 918], [5, 914], [4, 911], [4, 910], [3, 907], [2, 902], [0, 897], [0, 893], [2, 890], [5, 888], [12, 886], [19, 885], [25, 883], [33, 881], [40, 879], [48, 877], [55, 875], [79, 869], [82, 868], [95, 864], [112, 860], [128, 856], [141, 853], [155, 850], [182, 843], [198, 839], [211, 836], [214, 835], [230, 831], [247, 827], [267, 822], [288, 818], [310, 814], [333, 809], [338, 809], [369, 803], [386, 801], [404, 798], [438, 794], [458, 792], [467, 791], [477, 790], [486, 789], [495, 789], [513, 788], [530, 788], [547, 787], [609, 787], [613, 788], [615, 791], [616, 793], [617, 801], [631, 815], [636, 821], [637, 822], [642, 829], [645, 833], [645, 834], [647, 837], [650, 841], [650, 842], [658, 862], [659, 865], [660, 869], [661, 871], [662, 876], [662, 879], [663, 882], [663, 896], [662, 906], [662, 908], [661, 912], [661, 916], [660, 921], [659, 923], [653, 938], [647, 950], [646, 951], [641, 957], [638, 961], [635, 964], [632, 968], [631, 970], [627, 973], [622, 978], [617, 982], [603, 990], [602, 990], [600, 991], [594, 995], [593, 995], [583, 999], [567, 1005], [553, 1009], [540, 1013], [539, 1014], [530, 1016], [515, 1021]]"
L0002,s000009,1,"[[1106, 394], [1101, 393], [1092, 392], [1087, 392], [1083, 391], [1004, 391], [1000, 390], [998, 387], [997, 384], [989, 265], [989, 264], [1011, 142], [1013, 138], [1016, 136], [1019, 136], [1038, 139], [1043, 139], [1046, 140], [1053, 141], [1056, 141], [1059, 142], [1060, 142], [1062, 143], [1071, 144], [1079, 145], [1080, 145], [1083, 146], [1089, 146], [1092, 147], [1096, 148], [1114, 148], [1120, 147], [1126, 147], [1131, 146], [1137, 146], [1161, 143], [1165, 144], [1167, 147], [1168, 150], [1157, 330], [1153, 394], [1152, 398], [1148, 401], [1145, 401], [1123, 397], [1121, 396], [1117, 396], [1113, 395], [1110, 395]]"
L0002,s000010,1,"[[765, 882], [764, 878], [762, 873], [761, 867], [760, 862], [759, 855], [759, 809], [760, 805], [761, 799], [762, 796], [762, 793], [763, 790], [765, 787], [766, 784], [767, 782], [768, 779], [770, 776], [770, 775], [773, 771], [776, 766], [778, 763], [780, 761], [783, 759], [785, 757], [791, 753], [792, 752], [795, 750], [798, 749], [799, 748], [801, 747], [805, 746], [806, 745], [808, 744], [811, 743], [815, 742], [819, 742], [822, 741], [826, 741], [828, 740], [834, 740], [839, 739], [925, 739], [929, 740], [931, 743], [932, 747], [924, 805], [920, 829], [940, 910], [940, 914], [937, 918], [934, 919], [913, 922], [907, 923], [903, 924], [898, 925], [889, 926], [873, 929], [855, 931], [833, 931], [821, 929], [813, 927], [811, 926], [801, 922], [800, 922], [788, 914], [780, 906], [777, 902], [776, 901], [772, 895], [766, 883]]"
